nation,player,position,club,league,nat_matches,nat_minutes,nat_xg_per_90,nat_shots_per_90,nat_key_passes_per_90,nat_prog_passes_per_90,nat_prog_carries_per_90,nat_pressures_per_90,club_minutes_2425,club_xg_per_90,club_xa_per_90,blended_xg90,found_in_understat,low_confidence
Ukraine,Georgiy Sudakov,,,,3,265,0.1459,3.06,40.42,12.23,4.75,13.58,0,,,0.1459,False,False
Ukraine,Vladyslav Vanat,,,,1,22,0.0,0.0,8.18,0.0,0.0,20.45,0,,,0.1437,False,True
Ukraine,Viktor Tsygankov,F M S,Girona,La_liga,1,63,0.1574,2.86,44.29,5.71,4.29,4.29,1947,0.1367,0.1921,0.1424,True,True
Ukraine,Taras Stepanenko,,,,2,85,0.071,1.06,78.35,15.88,1.06,6.35,0,,,0.1385,False,True
Ukraine,Yukhym Konoplya,,,,1,72,0.0,0.0,52.5,16.25,2.5,10.0,0,,,0.1311,False,True
Ukraine,Oleksandr Svatok,,,,1,81,0.0,0.0,26.67,6.67,0.0,11.11,0,,,0.1291,False,True
Ukraine,Mykola Shaparenko,,,,3,225,0.0959,0.4,52.0,17.2,4.4,30.8,0,,,0.0959,False,False
Ukraine,Ruslan Malinovskiy,M S,Genoa,Serie_A,3,46,0.1227,3.91,52.83,15.65,1.96,35.22,372,0.0578,0.3282,0.0938,True,True
Ukraine,Oleksandr Zubkov,D S,"FC Krasnodar,Nizhny Novgorod",RFPL,1,28,0.0,0.0,28.93,6.43,0.0,38.57,2050,0.0318,0.0358,0.0759,True,True
Ukraine,Vitalii Mykolenko,D,Everton,EPL,1,58,0.0,0.0,27.93,9.31,0.0,10.86,3085,0.0175,0.0883,0.0643,True,True
Ukraine,Oleksandr Zinchenko,D M S,Arsenal,EPL,3,218,0.0032,0.41,65.23,18.58,2.89,8.67,500,0.0898,0.0232,0.0552,True,False
Ukraine,Andriy Lunin,GK,Real Madrid,La_liga,1,95,0.0,0.0,22.74,16.11,0.95,0.0,630,0.0,0.1311,0.0504,True,True
Ukraine,Illia Zabarnyi,D S,Bournemouth,EPL,3,280,0.0,0.0,64.29,25.71,9.32,6.43,3116,0.039,0.0278,0.0234,True,False
Ukraine,Volodymyr Brazhko,,,,3,181,0.0218,0.99,42.27,6.96,0.5,17.4,0,,,0.0218,False,False
Ukraine,Anatolii Trubin,,,,2,189,0.0,0.0,33.81,20.48,3.33,0.0,0,,,0.0,False,False
Ukraine,Mykola Matvienko,,,,3,281,0.0,0.0,73.02,28.51,10.25,6.41,0,,,0.0,False,False
Ukraine,Oleksandr Tymchyk,,,,3,203,0.0,0.0,35.91,7.98,4.43,20.39,0,,,0.0,False,False
United States,Folarin Balogun,F S,Monaco,Ligue_1,3,169,0.131,2.66,14.91,3.2,3.2,11.18,622,0.7464,0.1635,0.5059,True,True
United States,Christian Pulisic,F M S,AC Milan,Serie_A,7,612,0.2224,2.35,35.44,10.59,7.06,11.76,2518,0.4173,0.2579,0.3393,True,False
United States,Haji Wright,,,,5,172,0.3925,4.19,14.65,2.62,2.09,14.13,0,,,0.2121,False,True
United States,Ricardo Daniel Pepi,D S,Leicester,EPL,3,100,1.9426,6.3,26.1,3.6,0.9,32.4,378,0.0265,0.0,0.1954,True,True
United States,Joshua Sargent,,,,5,189,0.1917,2.38,18.1,0.48,1.9,14.29,0,,,0.1917,False,False
United States,Timothy Weah,D F M S,Juventus,Serie_A,6,420,0.1407,1.71,32.36,5.36,3.43,7.29,1636,0.2052,0.1098,0.1794,True,False
United States,Malik Tillman,,,,1,6,0.8406,15.0,45.0,15.0,0.0,45.0,0,,,0.1582,False,True
United States,Jordan Morris,,,,2,18,0.0,0.0,20.0,0.0,5.0,5.0,0,,,0.1448,False,True
United States,Shaquell Moore,,,,2,32,0.0,0.0,59.06,28.12,5.62,30.94,0,,,0.141,False,True
United States,DeAndre Yedlin,,,,2,46,0.0,0.0,58.7,29.35,3.91,11.74,0,,,0.1374,False,True
United States,Jesus Ferreira,,,,1,46,0.0,0.0,39.13,1.96,0.0,13.7,0,,,0.1374,False,True
United States,Ethan Horvath,,,,1,47,0.0,0.0,40.21,40.21,5.74,0.0,0,,,0.1371,False,True
United States,Kellyn Kai Perry-Acosta,,,,2,56,0.0,0.0,19.29,3.21,4.82,17.68,0,,,0.1349,False,True
United States,Brenden Aaronson,,,,5,142,0.0598,0.63,32.96,6.34,5.07,24.72,0,,,0.13,False,True
United States,Cameron Carter-Vickers,,,,2,138,0.0,0.0,38.48,16.3,4.57,9.13,0,,,0.1176,False,True
United States,Weston McKennie,D F M S,Juventus,Serie_A,7,539,0.1024,1.17,38.74,14.36,5.34,12.69,2334,0.1134,0.1795,0.109,True,False
United States,Luca de la Torre,M,Osasuna,La_liga,1,10,0.0,0.0,72.0,36.0,9.0,18.0,2983,0.0807,0.0296,0.1072,True,True
United States,Yunus Dimoara Musah,D F M S,AC Milan,Serie_A,6,475,0.0374,0.76,42.25,10.99,6.25,17.05,1561,0.15,0.1177,0.105,True,False
United States,Sergino Dest,,,,4,308,0.0736,1.75,58.73,16.95,9.64,12.56,0,,,0.0736,False,False
United States,Chris Richards,D S,Crystal Palace,EPL,3,282,0.0573,0.64,46.28,19.79,2.23,7.98,1925,0.0793,0.0053,0.0705,True,False
United States,João Lucas de Souza Cardoso,GK S,Borussia M.Gladbach,Bundesliga,2,77,0.0,0.0,32.73,9.35,1.17,23.38,376,0.0,0.0,0.052,True,True
United States,Giovanni Reyna,M S,Borussia Dortmund,Bundesliga,5,260,0.0551,1.04,40.15,12.12,3.12,12.46,321,0.0444,0.1291,0.0487,True,False
United States,Tyler Adams,M S,Bournemouth,EPL,7,575,0.0031,0.16,55.72,18.94,3.91,18.0,1965,0.0644,0.069,0.0399,True,False
United States,Tim Ream,,,,7,647,0.0359,0.14,55.92,24.48,8.21,6.12,0,,,0.0359,False,False
United States,Antonee Robinson,D M S,Fulham,EPL,7,654,0.0134,0.41,52.43,20.09,5.64,11.56,3166,0.03,0.1252,0.0234,True,False
United States,Walker Zimmerman,,,,4,303,0.0169,0.3,69.21,27.92,2.67,5.05,0,,,0.0169,False,False
United States,Joseph Scally,D S,Borussia M.Gladbach,Bundesliga,3,265,0.0064,0.34,37.02,13.92,2.72,8.83,2605,0.0092,0.0513,0.0081,True,False
United States,Matthew Charles Turner,,,,7,609,0.0,0.0,31.77,23.5,1.63,0.0,0,,,0.0,False,False
Uruguay,Giorgian Daniel De Arrascaeta Benedetti,,,,7,363,0.6954,1.74,33.97,10.66,1.98,14.88,0,,,0.6954,False,False
Uruguay,Luis Alberto Suárez Díaz,F M S,Liverpool,EPL,7,289,0.6522,2.49,20.55,4.98,0.93,6.85,2433,0.4571,0.231,0.5351,True,False
Uruguay,Rodrigo Bentancur Colmán,,,,9,472,0.4759,1.33,42.52,16.02,4.58,17.35,0,,,0.4759,False,False
Uruguay,Darwin Gabriel Núñez Ribeiro,,,,9,726,0.2575,2.98,15.74,3.84,4.21,15.99,0,,,0.2575,False,False
Uruguay,Federico Santiago Valverde Dipetta,D M S,Inter,Serie_A,9,890,0.2299,2.43,49.96,20.43,6.17,10.82,2214,0.1692,0.2981,0.1935,True,False
Uruguay,Maximiliano Javier Araújo Vilches,,,,6,451,0.1787,2.2,20.55,5.39,4.99,16.36,0,,,0.1787,False,False
Uruguay,José María Giménez de Vargas,,,,8,649,0.1774,1.11,43.82,22.74,3.05,8.32,0,,,0.1774,False,False
Uruguay,Sebastián Enzo Cáceres Ramos,F M S,Strasbourg,Ligue_1,5,269,0.0521,0.67,38.14,19.41,1.34,17.73,2166,0.253,0.2513,0.1726,True,False
Uruguay,Sebastián Coates Nión,F M S,Strasbourg,Ligue_1,2,193,0.0482,0.47,45.23,23.32,4.66,2.33,2166,0.253,0.2513,0.1711,True,False
Uruguay,Paul Brian Rodríguez Bravo,,,,1,34,0.3557,2.65,34.41,5.29,5.29,18.53,0,,,0.1631,False,True
Uruguay,Manuel Ugarte Ribeiro,,,,6,533,0.1626,0.84,40.53,11.48,3.04,18.91,0,,,0.1626,False,False
Uruguay,Facundo Pellistri Rebollo,,,,9,630,0.1582,0.57,18.0,1.86,4.14,19.43,0,,,0.1582,False,False
Uruguay,Edinson Roberto Cavani Gómez,M S,Brighton,EPL,3,137,0.1176,1.97,25.62,3.94,1.31,9.85,487,0.1621,0.2924,0.1545,True,True
Uruguay,Maximiliano Gómez González,,,,2,44,0.1591,4.09,14.32,0.0,2.05,8.18,0,,,0.1507,False,True
Uruguay,Agustín Canobbio Graviz,,,,2,24,0.0,0.0,41.25,18.75,7.5,26.25,0,,,0.1431,False,True
Uruguay,Lucas René Olaza Catrofe,,,,2,36,0.0,0.0,52.5,17.5,5.0,12.5,0,,,0.1399,False,True
Uruguay,Mathías Olivera Miramontes,,,,8,650,0.118,0.83,49.98,19.11,6.37,14.54,0,,,0.118,False,False
Uruguay,Cristian Gonzalo Olivera Ibarra,,,,4,155,0.0,0.0,20.32,2.9,5.23,20.32,0,,,0.1145,False,True
Uruguay,Ronald Federico Araújo da Silva,M S,Manchester City,EPL,4,268,0.0292,1.01,55.07,26.53,10.41,6.04,2660,0.1622,0.1692,0.109,True,False
Uruguay,Sergio Rochet Álvarez,D M S,Celta Vigo,La_liga,9,883,0.0,0.0,21.61,14.88,1.02,0.31,1572,0.154,0.0915,0.0924,True,False
Uruguay,Diego Roberto Godín Leal,D M S,Dinamo Moscow,RFPL,2,154,0.032,0.58,57.27,18.12,1.75,4.68,910,0.0114,0.0455,0.0557,True,True
Uruguay,José Martín Cáceres Silva,GK,Wolverhampton Wanderers,EPL,1,93,0.0,0.0,78.39,30.97,2.9,8.71,2610,0.0,0.0023,0.0506,True,True
Uruguay,Diego Nicolás De La Cruz Arcosa,D,FC Krasnodar,RFPL,7,402,0.0493,1.34,42.54,14.33,2.24,18.81,2512,0.0469,0.0096,0.0479,True,False
Uruguay,Nahitan Michel Nández Acosta,,,,5,443,0.0345,0.2,42.87,20.32,4.88,18.49,0,,,0.0345,False,False
Uruguay,Matías Nicolás Viña Susperreguy,,,,7,385,0.0232,0.47,50.73,19.17,7.48,10.29,0,,,0.0232,False,False
Uruguay,Matías Vecino Falero,,,,3,204,0.023,0.44,45.44,16.76,1.76,18.09,0,,,0.023,False,False
Uruguay,Guillermo Varela Olivera,,,,5,248,0.0,0.0,40.28,18.51,2.18,10.16,0,,,0.0,False,False
Venezuela,Alexander David González Sibulo,F S,Atletico Madrid,La_liga,2,180,0.0,0.0,58.5,21.5,5.5,9.0,1525,1.2072,0.077,0.7243,True,False
Venezuela,José Salomón Rondón Giménez,D S,Liverpool,EPL,4,367,0.7606,4.66,19.62,4.66,1.47,9.32,510,0.0661,0.0142,0.3439,True,False
Venezuela,Yangel Clemente Herrera Ravelo,,,,4,362,0.2711,1.99,45.25,16.16,5.22,15.66,0,,,0.2711,False,False
Venezuela,Jefferson David Savarino Quintero,,,,3,100,0.7052,0.9,16.2,2.7,1.8,12.6,0,,,0.2425,False,True
Venezuela,Eric Kleybel Ramírez Matheus,,,,2,23,2.167,11.74,27.39,3.91,3.91,39.13,0,,,0.2387,False,True
Venezuela,Wilker José Ángel Romero,,,,3,138,0.511,0.65,26.09,15.0,0.0,1.96,0,,,0.2281,False,True
Venezuela,Matías Rafael Lacava González,D F M S,Juventus,Serie_A,1,8,0.0,0.0,11.25,0.0,11.25,22.5,1789,0.2208,0.0666,0.1915,True,True
Venezuela,Yordan Hernando Osorio Paredes,,,,4,370,0.1698,0.73,52.05,26.76,3.65,6.32,0,,,0.1698,False,False
Venezuela,Eduard Alexander Bello Gil,,,,4,283,0.1695,1.27,27.99,4.13,2.23,12.72,0,,,0.1695,False,False
Venezuela,Tomás Eduardo Rincón Hernández,D S,AC Milan,Serie_A,3,69,1.0858,2.61,39.13,14.35,0.0,11.74,2698,0.1058,0.1783,0.1689,True,True
Venezuela,Kervin Mario Andrade Navarro,,,,1,18,0.0,0.0,55.0,20.0,5.0,25.0,0,,,0.1448,False,True
Venezuela,Darwin Daniel Machís Marcano,,,,3,129,0.1014,2.79,27.21,6.98,4.19,15.35,0,,,0.14,False,True
Venezuela,Yeferson Julio Soteldo Martínez,D S,Sevilla,La_liga,4,272,0.0645,1.32,36.73,4.96,7.61,8.6,252,0.1851,0.0241,0.1369,True,False
Venezuela,Telasco José Segovia Pérez,,,,1,74,0.0443,1.22,48.65,23.11,6.08,18.24,0,,,0.1364,False,True
Venezuela,Jhonder Leonel Cádiz Fernández,D F S,Akron,RFPL,3,120,0.699,3.0,18.75,5.25,0.75,4.5,1623,0.0039,0.0756,0.1048,True,True
Venezuela,Christian Frederick Bayoi Makoun Reyes,D S,Monaco,Ligue_1,2,15,0.0,0.0,54.0,18.0,6.0,24.0,1510,0.0136,0.0018,0.0664,True,True
Venezuela,Nahuel Adolfo Ferraresi Hernández,D S,AC Milan,Serie_A,3,281,0.0,0.0,53.81,24.66,3.52,9.93,2698,0.1058,0.1783,0.0635,True,False
Venezuela,Cristian Sleiker Cásseres Yepes,D S,Monaco,Ligue_1,3,160,0.0423,1.12,37.12,10.12,3.38,15.75,1510,0.0136,0.0018,0.0577,True,True
Venezuela,José Andrés Martínez Torres,,,,4,362,0.0485,0.99,44.5,18.4,2.73,15.91,0,,,0.0485,False,False
Venezuela,Miguel Ángel Navarro Zárate,,,,3,282,0.0255,0.32,48.83,20.43,1.6,12.13,0,,,0.0255,False,False
Venezuela,Jon Mikel Aramburu Mejías,,,,3,268,0.0087,0.34,39.96,16.79,5.37,20.49,0,,,0.0087,False,False
Venezuela,Rafael Enrique Romo Pérez,,,,4,411,0.0,0.0,27.81,19.05,1.53,0.22,0,,,0.0,False,False
Wales,Brennan Johnson,F M S,Tottenham,EPL,3,105,0.1065,2.57,15.43,3.43,5.14,10.29,2178,0.4613,0.1218,0.3338,True,True
Wales,Gareth Frank Bale,,,,3,234,0.3097,0.77,21.15,6.54,0.77,6.54,0,,,0.3097,False,False
Wales,Kieffer Roberto Francisco Moore,,,,3,248,0.2324,2.18,21.77,6.53,0.73,21.41,0,,,0.2324,False,False
Wales,Harry Wilson,F M S,Fulham,EPL,3,166,0.0333,1.08,33.61,7.05,1.63,8.67,1150,0.2822,0.1143,0.2177,True,True
Wales,Rubin Colwill,,,,1,14,0.1611,6.43,25.71,6.43,0.0,19.29,0,,,0.1503,False,True
Wales,Joseff Morrell,,,,2,41,0.0,0.0,28.54,8.78,0.0,24.15,0,,,0.1386,False,True
Wales,Sorba Thomas,D F M S,Nantes,Ligue_1,1,6,0.0,0.0,60.0,30.0,15.0,45.0,1323,0.1267,0.2922,0.1353,True,True
Wales,Joe Allen,,,,2,104,0.0551,1.73,31.15,6.92,0.87,8.65,0,,,0.1337,False,True
Wales,Danny Ward,,,,2,107,0.0,0.0,32.8,26.92,0.84,0.0,0,,,0.1236,False,True
Wales,Wayne Hennessey,,,,2,178,0.0,0.0,33.37,24.27,1.52,0.51,0,,,0.1106,False,True
Wales,Neco Williams,D M S,Nottingham Forest,EPL,3,213,0.0319,1.27,40.99,16.06,5.92,13.1,2579,0.1048,0.0595,0.0756,True,False
Wales,Ben Davies,D S,Tottenham,EPL,3,256,0.1351,1.05,56.25,26.72,4.22,8.79,1325,0.0246,0.0067,0.0688,True,False
Wales,Daniel James,D M S,Everton,EPL,3,165,0.0,0.0,18.55,2.73,1.64,12.0,1603,0.0337,0.0682,0.0653,True,True
Wales,Ethan Ampadu,,,,3,265,0.0047,0.34,48.91,19.7,5.43,7.81,0,,,0.0047,False,False
Wales,Aaron Ramsey,GK,Southampton,EPL,3,281,0.0081,0.32,35.23,8.01,1.92,17.3,2700,0.0,0.0,0.0032,True,False
Wales,Chris Mepham,,,,3,289,0.0,0.0,52.94,23.04,6.23,9.97,0,,,0.0,False,False
Wales,Connor Roberts,,,,3,213,0.0,0.0,50.28,17.32,1.69,5.07,0,,,0.0,False,False
Wales,Joe Rodon,,,,3,290,0.0,0.0,50.28,17.69,3.41,7.14,0,,,0.0,False,False
